66,65055,Australia Vs Pakistan 7Th Match,Prudential World Cup in England - 1979 (1979),1979-06-13,7,Pakistan,Asif Iqbal,286,7,25,2,Australia,Kim Hughes,197,10,14,Trent Bridge,Nottingham,England,HD Bird,KE Palmer,Australia,bowl,Pakistan,Pakistan won by 89 runs,Asif Iqbal
67,65056,England Vs Canada 8Th Match,Prudential World Cup in England - 1979 (1979),1979-06-13,17,Canada,Bryan Mauricette,45,10,5,1,England,Mike Brearley,46,2,6,Old Trafford,Manchester,England,BJ Meyer,JG Langridge,Canada,bat,England,England won by 8 wickets (with 277 balls remaining),Chris Old
68,65057,India Vs Sri Lanka 9Th Match,Prudential World Cup in England - 1979 (1979),1979-06-16,8,Sri Lanka,Bandula Warnapura,238,5,11,6,India,Srinivas Venkataraghavan,191,10,14,Old Trafford,Manchester,England,AGT Whitehead,KE Palmer,India,bowl,Sri Lanka,Sri Lanka won by 47 runs,Duleep Mendis
69,65058,New Zealand Vs West Indies 10Th Match,Prudential World Cup in England - 1979 (1979),1979-06-16,4,West Indies,Clive Lloyd,244,7,12,5,New Zealand,Mark Burgess,212,9,19,Trent Bridge,Nottingham,England,BJ Meyer,HD Bird,New Zealand,bowl,West Indies,West Indies won by 32 runs,Clive Lloyd
70,65059,Australia Vs Canada 11Th Match,Prudential World Cup in England - 1979 (1979),1979-06-16,17,Canada,Bryan Mauricette,105,10,11,2,Australia,Kim Hughes,106,3,4,Edgbaston,Birmingham,England,DJ Constant,JG Langridge,Australia,bowl,Australia,Australia won by 7 wickets (with 204 balls remaining),Alan Hurst
71,65060,England Vs Pakistan 12Th Match,Prudential World Cup in England - 1979 (1979),1979-06-16,1,England,Mike Brearley,165,9,15,7,Pakistan,Asif Iqbal,151,10,10,Headingley,Leeds,England,DGL Evans,WL Budd,Pakistan,bowl,England,England won by 14 runs,Mike Hendrick
72,65061,England Vs New Zealand 1St Sf,Prudential World Cup in England - 1979 (1979),1979-06-20,1,England,Mike Brearley,221,8,11,5,New Zealand,Mark Burgess,212,9,9,Old Trafford,Manchester,England,JG Langridge,KE Palmer,New Zealand,bowl,England,England won by 9 runs,Graham Gooch
73,65062,Pakistan Vs West Indies 2Nd Sf,Prudential World Cup in England - 1979 (1979),1979-06-20,4,West Indies,Clive Lloyd,293,6,23,7,Pakistan,Asif Iqbal,250,10,12,Kennington Oval,London,England,DJ Constant,WL Budd,Pakistan,bowl,West Indies,West Indies won by 43 runs,Gordon Greenidge
74,65063,England Vs West Indies Final,Prudential World Cup in England - 1979 (1979),1979-06-23,4,West Indies,Clive Lloyd,286,9,11,1,England,Mike Brearley,194,10,17,Lord's,London,England,BJ Meyer,HD Bird,England,bowl,West Indies,West Indies won by 92 runs,Viv Richards
197,65064,England Vs New Zealand 1St Match,Prudential World Cup in England - 1983 (1983),1983-06-09,1,England,Bob Willis,322,6,18,5,New Zealand,Geoff Howarth,216,10,11,Kennington Oval,London,England,BJ Meyer,DO Oslear,England,bat,England,England won by 106 runs,Allan Lamb
198,65065,Pakistan Vs Sri Lanka 2Nd Match,Prudential World Cup in England - 1983 (1983),1983-06-09,7,Pakistan,Imran Khan,338,5,8,8,Sri Lanka,Duleep Mendis,288,9,22,St Helen's,Swansea,England,DR Shepherd,KE Palmer,Sri Lanka,bowl,Pakistan,Pakistan won by 50 runs,Mohsin Khan
199,65066,Australia Vs Zimbabwe 3Rd Match,Prudential World Cup in England - 1983 (1983),1983-06-09,9,Zimbabwe,Duncan Fletcher,239,6,31,2,Australia,Kim Hughes,226,7,11,Trent Bridge,Nottingham,England,DJ Constant,MJ Kitchen,Australia,bowl,Zimbabwe,Zimbabwe won by 13 runs,Duncan Fletcher
200,65067,India Vs West Indies 4Th Match,Prudential World Cup in England - 1983 (1983),1983-06-09,6,India,Kapil Dev,262,8,23,4,West Indies,Clive Lloyd,228,10,25,Old Trafford,Manchester,England,AGT Whitehead,B Leadbeater,West Indies,bowl,India,India won by 34 runs,Yashpal Sharma
201,65068,England Vs Sri Lanka 5Th Match,Prudential World Cup in England - 1983 (1983),1983-06-11,1,England,Bob Willis,333,9,20,8,Sri Lanka,Duleep Mendis,286,10,17,County Ground,Taunton,England,KE Palmer,MJ Kitchen,England,bat,England,England won by 47 runs,David Gower
202,65069,New Zealand Vs Pakistan 6Th Match,Prudential World Cup in England - 1983 (1983),1983-06-11,5,New Zealand,Geoff Howarth,238,9,25,7,Pakistan,Imran Khan,186,10,16,Edgbaston,Birmingham,England,B Leadbeater,HD Bird,Pakistan,bowl,New Zealand,New Zealand won by 52 runs,Abdul Qadir
203,65070,Australia Vs West Indies 7Th Match,Prudential World Cup in England - 1983 (1983),1983-06-11,4,West Indies,Clive Lloyd,252,9,31,2,Australia,Kim Hughes,151,9,18,Headingley,Leeds,England,DJ Constant,DGL Evans,Australia,bowl,West Indies,West Indies won by 101 runs,Winston Davis
204,65071,India Vs Zimbabwe 8Th Match,Prudential World Cup in England - 1983 (1983),1983-06-11,9,Zimbabwe,Duncan Fletcher,155,10,18,6,India,Kapil Dev,157,5,2,Grace Road,Leicester,England,J Birkenshaw,R Palmer,India,bowl,India,India won by 5 wickets (with 135 balls remaining),Madan Lal
205,65072,England Vs Pakistan 9Th Match,Prudential World Cup in England - 1983 (1983),1983-06-13,7,Pakistan,Imran Khan,193,8,19,1,England,Bob Willis,199,2,17,Lord's,London,England,AGT Whitehead,BJ Meyer,Pakistan,bat,England,England won by 8 wickets (with 56 balls remaining),Zaheer Abbas
206,65073,New Zealand Vs Sri Lanka 10Th Match,Prudential World Cup in England - 1983 (1983),1983-06-13,8,Sri Lanka,Duleep Mendis,206,10,8,5,New Zealand,Geoff Howarth,209,5,9,Phoenix County Ground,Bristol,England,DR Shepherd,HD Bird,New Zealand,bowl,New Zealand,New Zealand won by 5 wickets (with 124 balls remaining),Richard Hadlee
207,65074,Australia Vs India 11Th Match,Prudential World Cup in England - 1983 (1983),1983-06-13,2,Australia,Kim Hughes,320,9,25,6,India,Kapil Dev,158,10,10,Trent Bridge,Nottingham,England,DO Oslear,R Palmer,Australia,bat,Australia,Australia won by 162 runs,Trevor Chappell
208,65075,West Indies Vs Zimbabwe 12Th Match,Prudential World Cup in England - 1983 (1983),1983-06-13,9,Zimbabwe,Duncan Fletcher,217,7,38,4,West Indies,Clive Lloyd,218,2,20,County Ground,Worcester,England,DGL Evans,J Birkenshaw,West Indies,bowl,West Indies,West Indies won by 8 wickets (with 69 balls remaining),Gordon Greenidge
209,65076,England Vs New Zealand 13Th Match,Prudential World Cup in England - 1983 (1983),1983-06-15,1,England,Bob Willis,234,10,15,5,New Zealand,Geoff Howarth,238,8,28,Edgbaston,Birmingham,England,J Birkenshaw,KE Palmer,England,bat,New Zealand,New Zealand won by 2 wickets (with 1 ball remaining),Jeremy Coney
210,65077,India Vs West Indies 14Th Match,Prudential World Cup in England - 1983 (1983),1983-06-15,4,West Indies,Clive Lloyd,282,9,18,6,India,Kapil Dev,216,9,21,Kennington Oval,London,England,BJ Meyer,DR Shepherd,West Indies,bat,West Indies,West Indies won by 66 runs,Viv Richards
211,65078,Pakistan Vs Sri Lanka 15Th Match,Prudential World Cup in England - 1983 (1983),1983-06-16,7,Pakistan,Imran Khan,235,7,11,8,Sri Lanka,Duleep Mendis,224,10,27,Headingley,Leeds,England,AGT Whitehead,DO Oslear,Sri Lanka,bowl,Pakistan,Pakistan won by 11 runs,Abdul Qadir
212,65079,Australia Vs Zimbabwe 16Th Match,Prudential World Cup in England - 1983 (1983),1983-06-16,2,Australia,Kim Hughes,272,7,24,9,Zimbabwe,Duncan Fletcher,240,10,22,County Ground,Southampton,England,DGL Evans,R Palmer,Australia,bat,Australia,Australia won by 32 runs,Dave Houghton
213,65080,England Vs Pakistan 17Th Match,Prudential World Cup in England - 1983 (1983),1983-06-18,7,Pakistan,Imran Khan,232,8,20,1,England,Bob Willis,233,3,23,Old Trafford,Manchester,England,HD Bird,DO Oslear,Pakistan,bat,England,England won by 7 wickets (with 16 balls remaining),Graeme Fowler
214,65081,New Zealand Vs Sri Lanka 18Th Match,Prudential World Cup in England - 1983 (1983),1983-06-18,5,New Zealand,Geoff Howarth,181,10,21,8,Sri Lanka,Duleep Mendis,184,7,15,County Ground,Derby,England,B Leadbeater,DJ Constant,Sri Lanka,bowl,Sri Lanka,Sri Lanka won by 3 wickets (with 43 balls remaining),Ashantha de Mel
215,65082,Australia Vs West Indies 19Th Match,Prudential World Cup in England - 1983 (1983),1983-06-18,2,Australia,Kim Hughes,273,6,26,4,West Indies,Clive Lloyd,276,3,24,Lord's,London,England,AGT Whitehead,KE Palmer,Australia,bat,West Indies,West Indies won by 7 wickets (with 13 balls remaining),Viv Richards
216,65083,India Vs Zimbabwe 20Th Match,Prudential World Cup in England - 1983 (1983),1983-06-18,6,India,Kapil Dev,266,8,12,9,Zimbabwe,Duncan Fletcher,235,10,28,Nevill Ground,Tunbridge Wells,England,BJ Meyer,MJ Kitchen,India,bat,India,India won by 31 runs,Kapil Dev
217,65084,England Vs Sri Lanka 21St Match,Prudential World Cup in England - 1983 (1983),1983-06-20,8,Sri Lanka,Duleep Mendis,136,10,12,1,England,Bob Willis,137,1,10,Headingley,Leeds,England,B Leadbeater,R Palmer,England,bowl,England,England won by 9 wickets (with 215 balls remaining),Bob Willis
219,65086,Australia Vs India 23Rd Match,Prudential World Cup in England - 1983 (1983),1983-06-20,6,India,Kapil Dev,247,10,37,2,Australia,David Hookes,129,10,14,County Ground,Chelmsford,England,DR Shepherd,J Birkenshaw,India,bat,India,India won by 118 runs,Roger Binny
220,65087,West Indies Vs Zimbabwe 24Th Match,Prudential World Cup in England - 1983 (1983),1983-06-20,9,Zimbabwe,Duncan Fletcher,171,10,31,4,West Indies,Clive Lloyd,172,0,4,Edgbaston,Birmingham,England,DJ Constant,HD Bird,Zimbabwe,bat,West Indies,West Indies won by 10 wickets (with 89 balls remaining),Faoud Bacchus
221,65088,England Vs India 1St Sf,Prudential World Cup in England - 1983 (1983),1983-06-22,1,England,Bob Willis,213,10,29,6,India,Kapil Dev,217,4,14,Old Trafford,Manchester,England,DGL Evans,DO Oslear,England,bat,India,India won by 6 wickets (with 32 balls remaining),Mohinder Amarnath
222,65089,Pakistan Vs West Indies 2Nd Sf,Prudential World Cup in England - 1983 (1983),1983-06-22,7,Pakistan,Imran Khan,184,8,28,4,West Indies,Clive Lloyd,188,2,12,Kennington Oval,London,England,AGT Whitehead,DJ Constant,West Indies,bowl,West Indies,West Indies won by 8 wickets (with 68 balls remaining),Viv Richards
223,65090,India Vs West Indies Final,Prudential World Cup in England - 1983 (1983),1983-06-25,6,India,Kapil Dev,183,10,20,4,West Indies,Clive Lloyd,140,10,14,Lord's,London,England,BJ Meyer,HD Bird,West Indies,bowl,India,India won by 43 runs,Mohinder Amarnath
451,65091,Pakistan Vs Sri Lanka 1St Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-08,7,Pakistan,Imran Khan,267,6,25,8,Sri Lanka,Duleep Mendis,252,10,29,Niaz Stadium,Hyderabad,Pakistan,SJ Woodward,VK Ramaswamy,Pakistan,bat,Pakistan,Pakistan won by 15 runs,Javed Miandad
452,65092,England Vs West Indies 2Nd Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-09,4,West Indies,Viv Richards,243,7,12,1,England,Mike Gatting,246,8,23,Municipal Stadium,Gujranwala,Pakistan,RB Gupta,AR Crafter,England,bowl,England,England won by 2 wickets (with 3 balls remaining),Allan Lamb
453,65093,India Vs Australia 3Rd Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-09,2,Australia,Allan Border,270,6,22,6,India,Kapil Dev,269,10,11,MA Chidambaram Stadium,Chennai,India,DM Archer,HD Bird,India,bowl,Australia,Australia won by 1 run,Geoff Marsh
454,65094,New Zealand Vs Zimbabwe 4Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-10,5,New Zealand,Jeff Crowe,242,7,15,9,Zimbabwe,John Traicos,239,10,9,Lal Bahadur Shastri Stadium,Hyderabad,India,Mahboob Shah,PW Vidanagamage,Zimbabwe,bowl,New Zealand,New Zealand won by 3 runs,Dave Houghton
455,65095,Pakistan Vs England 5Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-12,7,Pakistan,Imran Khan,239,7,16,1,England,Mike Gatting,221,10,40,Pindi Club Ground,Rawalpindi,Pakistan,RB Gupta,AR Crafter,England,bowl,Pakistan,Pakistan won by 18 runs,Abdul Qadir
456,65096,Australia Vs Zimbabwe 6Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-13,2,Australia,Allan Border,235,9,8,9,Zimbabwe,John Traicos,139,10,9,MA Chidambaram Stadium,Chennai,India,DR Shepherd,Khizer Hayat,Zimbabwe,bowl,Australia,Australia won by 96 runs,Steve Waugh
457,65097,Sri Lanka Vs West Indies 7Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-13,4,West Indies,Viv Richards,360,4,20,8,Sri Lanka,Duleep Mendis,169,4,9,National Stadium,Karachi,Pakistan,SJ Woodward,VK Ramaswamy,Sri Lanka,bowl,West Indies,West Indies won by 191 runs,Viv Richards
458,65098,India Vs New Zealand 8Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-14,6,India,Kapil Dev,252,7,6,5,New Zealand,Jeff Crowe,236,8,20,M Chinnaswamy Stadium,Bengaluru,India,DM Archer,HD Bird,New Zealand,bowl,India,India won by 16 runs,Kapil Dev
459,65099,Pakistan Vs West Indies 9Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-16,4,West Indies,Viv Richards,216,10,17,7,Pakistan,Imran Khan,217,9,24,Gaddafi Stadium,Lahore,Pakistan,SJ Woodward,AR Crafter,West Indies,bat,Pakistan,Pakistan won by 1 wicket (with 0 balls remaining),Saleem Yousuf
460,65100,England Vs Sri Lanka 10Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-17,1,England,Mike Gatting,296,4,18,8,Sri Lanka,Duleep Mendis,158,8,20,Arbab Niaz Stadium,Peshawar,Pakistan,RB Gupta,VK Ramaswamy,England,bat,England,England won by 108 runs (revised target),Allan Lamb
461,65101,India Vs Zimbabwe 11Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-17,9,Zimbabwe,John Traicos,135,10,14,6,India,Kapil Dev,136,2,5,Wankhede Stadium,Mumbai,India,DR Shepherd,Mahboob Shah,Zimbabwe,bat,India,India won by 8 wickets (with 133 balls remaining),Manoj Prabhakar
462,65102,Australia Vs New Zealand 12Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-18,2,Australia,Allan Border,199,4,8,5,New Zealand,Jeff Crowe,196,9,13,Nehru Stadium,Indore,India,DM Archer,Khizer Hayat,New Zealand,bowl,Australia,Australia won by 3 runs,David Boon
463,65103,Pakistan Vs England 13Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-20,1,England,Mike Gatting,244,9,11,7,Pakistan,Imran Khan,247,3,7,National Stadium,Karachi,Pakistan,AR Crafter,VK Ramaswamy,Pakistan,bowl,Pakistan,Pakistan won by 7 wickets (with 6 balls remaining),Imran Khan
464,65104,Sri Lanka Vs West Indies 14Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-21,4,West Indies,Viv Richards,236,8,16,8,Sri Lanka,Duleep Mendis,211,8,23,Green Park,Kanpur,India,Amanullah Khan,Mahboob Shah,Sri Lanka,bowl,West Indies,West Indies won by 25 runs,Phil Simmons
465,65105,India Vs Australia 15Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-22,6,India,Kapil Dev,289,6,18,2,Australia,Allan Border,233,10,19,Feroz Shah Kotla,Delhi,India,DR Shepherd,Khalid Aziz,Australia,bowl,India,India won by 56 runs,Mohammad Azharuddin
466,65106,New Zealand Vs Zimbabwe 16Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-23,9,Zimbabwe,John Traicos,227,5,13,5,New Zealand,Jeff Crowe,228,6,11,Eden Gardens,Kolkata,India,Khizer Hayat,PW Vidanagamage,New Zealand,bowl,New Zealand,New Zealand won by 4 wickets (with 14 balls remaining),Jeff Crowe
467,65107,Pakistan Vs Sri Lanka 17Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-25,7,Pakistan,Imran Khan,297,7,8,8,Sri Lanka,Duleep Mendis,184,8,16,Iqbal Stadium,Faisalabad,Pakistan,RB Gupta,SJ Woodward,Pakistan,bat,Pakistan,Pakistan won by 113 runs,Saleem Malik
468,65108,England Vs West Indies 18Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-26,1,England,Mike Gatting,269,5,38,4,West Indies,Viv Richards,235,10,9,Sawai Mansingh Stadium,Jaipur,India,Mahboob Shah,PW Vidanagamage,West Indies,bowl,England,England won by 34 runs,Graham Gooch
469,65109,India Vs Zimbabwe 19Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-26,9,Zimbabwe,John Traicos,191,7,23,6,India,Kapil Dev,194,3,9,Gujarat Stadium,Ahmedabad,India,DM Archer,HD Bird,India,bowl,India,India won by 7 wickets (with 48 balls remaining),Kapil Dev
470,65110,Australia Vs New Zealand 20Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-27,2,Australia,Allan Border,251,8,17,5,New Zealand,Jeff Crowe,234,10,14,Sector 16 Stadium,Chandigarh,India,DR Shepherd,Khizer Hayat,Australia,bat,Australia,Australia won by 17 runs,Geoff Marsh
471,65111,Australia Vs Zimbabwe 21St Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-30,2,Australia,Allan Border,266,5,12,9,Zimbabwe,John Traicos,196,6,13,Barabati Stadium,Cuttack,India,Mahboob Shah,PW Vidanagamage,Zimbabwe,bowl,Australia,Australia won by 70 runs,David Boon
472,65112,England Vs Sri Lanka 22Nd Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-30,8,Sri Lanka,Duleep Mendis,218,7,11,1,England,Mike Gatting,219,2,17,Nehru Stadium,Pune,India,DM Archer,Khizer Hayat,Sri Lanka,bat,England,England won by 8 wickets (with 52 balls remaining),Graham Gooch
473,65113,Pakistan Vs West Indies 23Rd Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-30,4,West Indies,Viv Richards,258,7,30,7,Pakistan,Imran Khan,230,9,22,National Stadium,Karachi,Pakistan,RB Gupta,VK Ramaswamy,West Indies,bat,West Indies,West Indies won by 28 runs,Richie Richardson
474,65114,India Vs New Zealand 24Th Match,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-10-31,5,New Zealand,Jeff Crowe,221,9,22,6,India,Kapil Dev,224,1,5,Vidarbha Cricket Association Ground,Nagpur,India,DR Shepherd,HD Bird,New Zealand,bat,India,India won by 9 wickets (with 107 balls remaining),Sunil Gavaskar
475,65115,Pakistan Vs Australia 1St Sf,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-11-04,2,Australia,Allan Border,267,8,34,7,Pakistan,Imran Khan,249,10,16,Gaddafi Stadium,Lahore,Pakistan,DR Shepherd,HD Bird,Australia,bat,Australia,Australia won by 18 runs,Craig McDermott
476,65116,India Vs England 2Nd Sf,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-11-05,1,England,Mike Gatting,254,6,20,6,India,Kapil Dev,219,10,19,Wankhede Stadium,Mumbai,India,SJ Woodward,AR Crafter,India,bowl,England,England won by 35 runs,Graham Gooch
477,65117,Australia Vs England Final,Reliance World Cup in India/Pakistan - 1987 (1987/88),1987-11-08,2,Australia,Allan Border,253,5,26,1,England,Mike Gatting,246,8,21,Eden Gardens,Kolkata,India,Mahboob Shah,RB Gupta,Australia,bat,Australia,Australia won by 7 runs,David Boon
714,65118,New Zealand Vs Australia 1St Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-02-22,5,New Zealand,Martin Crowe,248,6,17,2,Australia,Allan Border,211,10,9,Eden Park,Auckland,New Zealand,DR Shepherd,Khizer Hayat,New Zealand,bat,New Zealand,New Zealand won by 37 runs,Martin Crowe
715,65119,England Vs India 2Nd Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-02-22,1,England,Graham Gooch,236,9,20,6,India,Mohammad Azharuddin,227,10,17,Western Australia Cricket Association Ground,Perth,Australia,DP Buultjens,PJ McConnell,England,bat,England,England won by 9 runs,Ian Botham
716,65120,Sri Lanka Vs Zimbabwe 3Rd Match,Benson & Hedges World Cup in Australia/New Zealand - 1992 (1991/92),1992-02-23,9,Zimbabwe,Dave Houghton,312,4,30,8,Sri Lanka,Aravinda de Silva,313,7,10,Pukekura Park,New Plymouth,New Zealand,PD Reporter,SJ Woodward,Sri Lanka,bowl,Sri Lanka,Sri Lanka won by 3 wickets (with 4 balls remaining),Andy Flower
